county,ballotscast_2016,registered_2016,turnout_2016,clinton_2016,presvotes_2016,clintonpct_2016,trump_2016,trumppct_2016,ballotscast_2020,registered_2020,turnout_2020,biden_2020,presvotes_2020,bidenpct_2020,trump_2020,trumppct_2020
McIntosh,5980,9126,0.655270655270655,2303,5903,0.39014060647128607,3487,0.590716584787396,0,9320,0.0,0,0,0.0,0,0.0
Meriwether,9283,12166,0.7630281111293771,3804,9191,0.413883146556414,5222,0.568164508758568,0,15336,0.0,0,0,0.0,0,0.0
Miller,2563,3461,0.740537416931523,623,2544,0.24488993710691798,1891,0.7433176100628929,0,3920,0.0,0,0,0.0,0,0.0
Mitchell,7930,10761,0.736920360561286,3493,7865,0.44411951684678996,4279,0.5440559440559439,0,13481,0.0,0,0,0.0,0,0.0
Monroe,12815,16098,0.7960616225618091,3571,12687,0.28146922046189005,8832,0.696145660912745,0,21151,0.0,0,0,0.0,0,0.0
Montgomery,3595,4681,0.7679982909634692,847,3562,0.23778775968557,2670,0.74957888826502,0,5467,0.0,0,0,0.0,0,0.0
Morgan,9582,11471,0.8353238601691221,2663,9440,0.28209745762711896,6559,0.6948093220338979,0,14843,0.0,0,0,0.0,0,0.0
Murray,12555,16466,0.7624802623588001,1800,12424,0.144880875724404,10341,0.832340631036703,0,22340,0.0,0,0,0.0,0,0.0
Muscogee,69817,100700,0.693316782522344,39851,68658,0.5804276267878471,26976,0.39290395875207595,0,132029,0.0,0,0,0.0,0,0.0
Newton,44357,58302,0.760814380295702,21943,43803,0.500947423692441,20913,0.477433052530649,0,79098,0.0,0,0,0.0,0,0.0
Oconee,20476,24058,0.8511098179399781,5581,19931,0.28001605539109903,13425,0.6735738297125079,0,30051,0.0,0,0,0.0,0,0.0
Oglethorpe,6755,8087,0.835291208111784,1831,6655,0.27513148009015803,4625,0.6949661908339589,0,10848,0.0,0,0,0.0,0,0.0
Paulding,65636,82336,0.797172561212592,18025,64641,0.278847790102257,44662,0.690923717145465,0,115297,0.0,0,0,0.0,0,0.0
Peach,10848,14630,0.74149008885851,5100,10724,0.475568817605371,5413,0.504755688176054,0,18164,0.0,0,0,0.0,0,0.0
Pickens,14174,17319,0.818407529303078,1979,13984,0.141518878718535,11651,0.8331664759725401,0,23820,0.0,0,0,0.0,0,0.0
Pierce,7360,9283,0.7928471399332109,903,7298,0.123732529460126,6302,0.86352425322006,0,12735,0.0,0,0,0.0,0,0.0
Pike,8793,10620,0.827966101694915,1240,8681,0.14284068655684803,7278,0.8383826748070501,0,13825,0.0,0,0,0.0,0,0.0
Polk,14323,20268,0.7066804815472671,2867,14170,0.202328863796754,11014,0.7772759350741001,0,24256,0.0,0,0,0.0,0,0.0
Pulaski,3631,4720,0.7692796610169491,1104,3599,0.306751875520978,2437,0.677132536815782,0,5712,0.0,0,0,0.0,0,0.0
